placement_id,company_name,topic,url,safety_decision,safety_confidence,risk_categories,matched_signals,safety_rationale,llm_safety_decision,llm_safety_confidence,llm_risk_categories,llm_safety_rationale,decision_match,rules_signal_explanations
183,Plush Cosmetics,Sports (football),https://sports.yahoo.com/articles/newcastle-2-3-everton-match-140000695.html,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a sports article about a football match, which does not contain any content falling under harmful wellbeing, controversial political, extremist, tobacco, sexual, or violent categories. None of the hard unsafe or review categories are detected based on the supplied evidence.",True,
184,Moonbucks Coffee,Sports (football),https://www.thetimes.com/sport/football/article/birmingham-city-middlesbrough-championship-score-result-report-zckg686m3,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is a sports news article unrelated to any high-risk or review-listed content categories. The channel type is shopping but the content topic is football sports, which is safe for the advertiser. There is no indication of unsafe content categories such as explicit sexual content, extremism, hate, propaganda, or weapons. Review categories like politics, mental health, or conflict are also not relevant here.",True,
185,Moonbucks Coffee,Sports (football),https://www.premierleague.com/en/media/publications,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a Premier League publications page focusing on sports (football), which is generally neutral and non-controversial content. None of the hard unsafe or review risk categories are evident from the provided information. Therefore, it is safe for the advertiser.",True,
186,Jen & Berry's Ice Cream,Movies / streaming,https://movieweb.com/every-movie-theaters-march-2026/,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a display channel with content focused on movies coming to theaters, which is family-friendly and aligns well with the advertiser's profile as a family-friendly food brand. There is no evidence of any hard unsafe or review risk categories such as adult themes, tobacco, extremism, or divisive content based on the provided data.",True,
187,Jet3 Holidays,Movies / streaming,https://screenrant.com/march-2026-movies-theaters-release-dates/,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a page about movie releases, a topic unrelated to the advertiser's hard unsafe categories such as aviation incidents, war, terrorism, and transport disruptions. There is no evidence suggesting any unsafe or sensitive content matching the advertiser's concerns. Click invalidity rate is low and does not raise concerns for click quality.",True,
188,Plush Cosmetics,Movies / streaming,https://www.marketwatch.com/story/heres-whats-worth-streaming-in-march-2026-on-netflix-hulu-hbo-max-and-more-83f5b64d,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a media article about streaming options, which aligns well with the advertiser's beauty and cosmetics focus without touching on any restricted or sensitive categories.",True,
189,Jet3 Holidays,Movies / streaming,https://variety.com/lists/best-movies-streaming-march-2026/,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a page about movies streaming in March 2026, which is not related to any of the advertiser's hard unsafe categories such as aviation incidents, transport disruption, war, terrorism, or travel-adjacent disasters. There is no evidence of content related to extremism, hate, propaganda, or other sensitive themes. Therefore, this placement is safe for Jet3 Holidays.",True,
190,Plush Cosmetics,Movies / streaming,https://www.techradar.com/streaming/7-new-horror-movies-on-netflix-shudder-hbo-max-and-more-in-march-2026,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is for a page about new horror movies on major streaming platforms, categorized under Movies / streaming with no evidence of any hard unsafe or review risk categories relevant to the advertiser Plush Cosmetics. The content is not related to sensitive or harmful wellbeing, political, extremist, tobacco, sexual, or violent content as per the provided information.",True,
191,Moonbucks Coffee,Books / literature,https://www.waterstones.com/blog/the-books-you-need-to-read-in-2026,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,The placement is on a books and literature blog with no indications of unsafe content categories relevant to Moonbucks Coffee's restrictions. The topic and title suggest general interest content suitable for broad reach. No signs of high-risk or review categories are evident.,True,
192,Jet3 Holidays,Books / literature,https://www.penguin.co.uk/discover/articles/best-must-read-books-2026,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement URL leads to a page about books and literature, which is unrelated to any high-risk categories such as aviation incidents, war, terrorism, or other unsafe content stipulated by the advertiser's policies. The channel type is Search, and although there are some invalid clicks, there is no indication that the content is unsafe or sensitive. Therefore, this placement is safe for Jet3 Holidays advertising.",True,
193,Plush Cosmetics,Books / literature,https://www.publishersweekly.com/pw/by-topic/new-titles/adult-announcements/article/99233-spring-2026-fiction-nonfiction-preview-literary-fiction.html,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a literary fiction and nonfiction preview page related to books and literature. There is no indication of content related to harmful wellbeing, controversial political, extremist, tobacco, sexual, or violent themes that conflict with Plush Cosmetics' policy. The provided evidence includes title and topic, which support a safe placement decision.",True,
194,Plush Cosmetics,Books / literature,https://www.newyorker.com/best-books-2026,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a reputable book review page with topics related to literature, which does not overlap with any hard unsafe or review categories for Plush Cosmetics. There is no evidence of sensitive or harmful content that conflicts with the advertiser's policy.",True,
195,Jen & Berry's Ice Cream,Books / literature,https://www.vogue.com/article/best-books-of-2026,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a reputable Vogue page about books and literature, which aligns with family-friendly content and does not include any hard unsafe or review risk categories specified by the advertiser. There is no evidence of adult themes, tobacco, extremism, weapons, or divisive political content.",True,
196,Jen & Berry's Ice Cream,Music / album reviews,https://pitchfork.com/reviews/albums/,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a music album review page (Pitchfork) which is considered family-friendly and does not involve any of the hard unsafe or review categories of concern for Jen & Berry's Ice Cream. The page content is related to music reviews and shopping, which aligns well with the advertiser's family-friendly food brand without any sensitive or inappropriate content indicated.",True,
197,Moonbucks Coffee,Music / album reviews,https://pitchfork.com/reviews/albums/jackie-west-silent-century,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a music album review page with no indication of any unsafe content categories listed in the advertiser's policy. The content is general-interest, neutral and suitable for the advertiser's broad-reach criteria. No evidence of high-risk or review categories is present.",True,
198,Plush Cosmetics,Music / album reviews,https://pitchfork.com/reviews/albums/skaiwater-wonderful,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a Pitchfork album review page focused on music, a neutral content topic that poses no direct risk in terms of explicit sexual content, extremism, tobacco, or other hard unsafe categories for Plush Cosmetics. There is no evidence of controversial or sensitive content present.",True,
199,Jet3 Holidays,Music / album reviews,https://www.stereogum.com/2483786/2026-albums-release-list/lists/album-list,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a music album release list page with no indications of aviation incidents, transport disruption, war, terrorism, or travel-related disasters. The content is unrelated to any hard unsafe categories specified by the advertiser policy. Click data does not indicate any suspicious activity relevant to safety concerns.",True,
200,Moonbucks Coffee,Music / album reviews,https://variety.com/2026/music/album-reviews/bruno-mars-the-romantic-album-review-1236674615/,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a music album review page, which is generally neutral and falls outside any hard unsafe or review categories specified by the advertiser. There is no evidence of high-risk content such as explicit sexual content, extremism, hate, propaganda, weapons, or review-category topics. The content aligns well with the advertiser's tolerance for general-interest content.",True,
201,Moonbucks Coffee,mrbeast,https://www.youtube.com/watch?v=0e3GPea1Tyg,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is on a YouTube video with the topic 'mrbeast', which does not clearly indicate any unsafe content. However, the title is missing ('nan'), and there is no detailed content description, leading to uncertainty about the content's nature. Given the advertiser's policy to block universal high-risk content and willingness to tolerate more neutral news and general-interest content, this unknown content category requires review to ensure suitability.",False,
202,Plush Cosmetics,mrbeast,https://www.youtube.com/watch?v=9bqk6ZUsKyA,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is a YouTube video with no provided title and an unclear topic described only as 'mrbeast'. Given the lack of detailed content information and the potential sensitivity around user-generated video content, it is prudent to flag for review rather than deem outright safe. No evidence of hard unsafe categories is present, but uncertainty remains due to missing details.",False,
203,Plush Cosmetics,mrbeast,https://www.youtube.com/watch?v=TJ2ifmkGGus,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement lacks title and content details, providing only a generic topic 'mrbeast' which does not clarify the video's nature or content. Given the advertiser's sensitivity to controversial and harmful content, and the absence of detailed content information, a review decision is prudent to avoid potential risks.",False,
204,Jen & Berry's Ice Cream,mrbeast,https://www.youtube.com/watch?v=zajUgQLviwk,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is on a YouTube video with no provided title and a generic topic label 'mrbeast', which does not provide enough context to determine if the content aligns with the family-friendly and sensitive criteria of the advertiser. Without title or content details, it is uncertain whether the video contains any unsafe categories such as tobacco, adult themes, or divisive content. Given the lack of sufficient evidence and potential sensitivity, a review is recommended.",False,
205,Jen & Berry's Ice Cream,mrbeast,https://www.youtube.com/watch?v=ndAQfTzlVjc,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is on a YouTube video with an unknown title and a general topic of 'mrbeast'. Without the specific content information or title, it is uncertain if the content aligns with the advertiser's family-friendly policy or if it includes any disallowed categories such as tobacco, adult themes, or extremism. Due to this uncertainty, a review decision is appropriate to ensure compliance with advertiser policies.",False,
206,Moonbucks Coffee,mrbeast,https://www.youtube.com/watch?v=sESRuTyfsEk,review,medium,click_quality,invalid_click_rate:22.6%->click_quality,Review for Moonbucks Coffee: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:22.6%->click_quality.,review,medium,unknown_content;click_quality,"The placement is for a YouTube video with the topic 'mrbeast', but the title is missing and the content topic is not clearly related to the advertiser. The high number of invalid clicks (1331 out of 5901) suggests potential click quality issues, which is a review category for this advertiser. Due to lack of full content context and missing title, there is uncertainty about content safety, so review is prudent.",True,invalid click rate 22.6% triggered click_quality
207,Plush Cosmetics,mrbeast,https://www.youtube.com/watch?v=qkzJRqUO_VE,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement has missing title information and minimal context about the video content besides the topic 'mrbeast', which does not explicitly confirm safety. While no direct unsafe categories are indicated, the lack of detailed content or title data introduces uncertainty around potential sensitive material. Given the advertiser's sensitivity to harmful or controversial content, a review status is appropriate.",False,
208,Jet3 Holidays,mrbeast,https://www.youtube.com/watch?v=7IKab3HcfFk,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is from a YouTube channel related to 'mrbeast' with missing title information, which creates uncertainty about the actual content. Given the advertiser's sensitivity to aviation incidents, transport disruption, and related travel crises, and the lack of definitive evidence to classify this as safe or unsafe, a review is prudent to ensure no hidden risks are present.",False,
209,Moonbucks Coffee,mrbeast,https://www.youtube.com/watch?v=Hwybp38GnZw,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is on a YouTube channel about 'mrbeast' which is generally neutral and mainstream, but the video title is missing and the content specifics are unknown, creating uncertainty about suitability. Since the advertiser blocks high-risk content but tolerates neutral/general-interest content, and because there is missing title information preventing a clear safety judgment, a review is appropriate.",False,
210,Moonbucks Coffee,mrbeast,https://www.youtube.com/watch?v=r7zJ8srwwjk,review,medium,click_quality,invalid_click_rate:8.9%->click_quality,Review for Moonbucks Coffee: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:8.9%->click_quality.,review,medium,unknown_content,"The placement URL is a YouTube video with the topic labeled as 'mrbeast,' but missing the title and detailed content description. While there is no indication of hard unsafe categories, the lack of detailed content evidence generates uncertainty. Given the advertiser's tolerance for neutral content but avoidance of higher-risk content, and since the video content is unknown beyond a popular creator's name, a review decision is appropriate to ensure compliance.",True,invalid click rate 8.9% triggered click_quality
211,Plush Cosmetics,alt right podcast,https://www.youtube.com/watch?v=X_KXvjOJ7YA,unsafe,high,hate_or_alt_right,topic:alt right->hate_or_alt_right,Unsafe for Plush Cosmetics: detected hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right.,unsafe,high,extremism;hate_or_alt_right,"The placement is on content labeled as an 'alt right podcast,' which falls under extremism and hate or alt right categories that are hard unsafe for the advertiser Plush Cosmetics. This makes the placement unsafe for the advertiser based on their policy.",True,"matched ""alt right"" in topic, triggering hate_or_alt_right"
212,Plush Cosmetics,alt right podcast,https://www.youtube.com/watch?v=3myXWQmI1Hk,unsafe,high,click_quality;hate_or_alt_right,topic:alt right->hate_or_alt_right;invalid_click_rate:9.8%->click_quality,"Unsafe for Plush Cosmetics: detected click_quality, hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right; invalid_click_rate:9.8%->click_quality.",unsafe,high,extremism;hate_or_alt_right,"The placement is identified as an alt right podcast, which falls under extremism and hate_or_alt_right categories—both hard unsafe for the advertiser Plush Cosmetics. Although the title is missing, the provided topic strongly indicates unsafe content.",True,"matched ""alt right"" in topic, triggering hate_or_alt_right; invalid click rate 9.8% triggered click_quality"
213,Jen & Berry's Ice Cream,alt right podcast,https://www.youtube.com/watch?v=UNYBy19S6GA,unsafe,high,click_quality;hate_or_alt_right,topic:alt right->hate_or_alt_right;invalid_click_rate:18.3%->click_quality,"Unsafe for Jen & Berry's Ice Cream: detected click_quality, hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right; invalid_click_rate:18.3%->click_quality.",unsafe,high,extremism;hate_or_alt_right,"The placement is a YouTube video with topic identified as 'alt right podcast,' which falls directly into the advertiser's hard unsafe categories of extremism and hate_or_alt_right. Given the advertiser Jen & Berry's Ice Cream is a family-friendly brand sensitive to extremism, this placement is not safe.",True,"matched ""alt right"" in topic, triggering hate_or_alt_right; invalid click rate 18.3% triggered click_quality"
214,Jen & Berry's Ice Cream,alt right podcast,https://www.youtube.com/watch?v=efBB0D4tf1Y,unsafe,high,hate_or_alt_right,topic:alt right->hate_or_alt_right,Unsafe for Jen & Berry's Ice Cream: detected hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right.,unsafe,high,extremism;hate_or_alt_right,"The placement is a podcast with a topic labeled 'alt right podcast', which directly relates to extremism and hate or alt-right content categories that are hard unsafe for this family-friendly food brand advertiser. Even without title, the alt right topic strongly indicates content that violates the advertiser's safety policies.",True,"matched ""alt right"" in topic, triggering hate_or_alt_right"
215,Moonbucks Coffee,alt right podcast,https://www.youtube.com/watch?v=yINwbJ6kSZU,unsafe,high,hate_or_alt_right,topic:alt right->hate_or_alt_right,Unsafe for Moonbucks Coffee: detected hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right.,unsafe,high,hate_or_alt_right,"The placement is associated with an alt right podcast, which falls under the hard unsafe category 'hate_or_alt_right' specified by the advertiser's policy. Therefore, this placement is categorized as unsafe for Moonbucks Coffee.",True,"matched ""alt right"" in topic, triggering hate_or_alt_right"
216,Plush Cosmetics,alt right podcast,https://www.youtube.com/watch?v=M3uD7HlBDD0,unsafe,high,click_quality;hate_or_alt_right,topic:alt right->hate_or_alt_right;invalid_click_rate:9.6%->click_quality,"Unsafe for Plush Cosmetics: detected click_quality, hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right; invalid_click_rate:9.6%->click_quality.",unsafe,high,extremism;hate_or_alt_right,"The placement topic is identified as 'alt right podcast,' which aligns directly with the advertiser's hard unsafe categories of extremism and hate or alt right content. Such categories are explicitly prohibited for this advertiser, making the placement unsafe.",True,"matched ""alt right"" in topic, triggering hate_or_alt_right; invalid click rate 9.6% triggered click_quality"
217,Jet3 Holidays,alt right podcast,https://www.youtube.com/watch?v=2El1NWjM8pY,unsafe,high,hate_or_alt_right,topic:alt right->hate_or_alt_right,Unsafe for Jet3 Holidays: detected hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right.,unsafe,high,hate_or_alt_right,"The placement is on an alt right podcast channel, which falls under hate_or_alt_right, one of the advertiser's hard unsafe categories. Given Jet3 Holidays' sensitivity to extremist content, this placement is unsafe.",True,"matched ""alt right"" in topic, triggering hate_or_alt_right"
218,Moonbucks Coffee,alt right podcast,https://www.youtube.com/watch?v=OogznCaVZfU,unsafe,high,hate_or_alt_right,topic:alt right->hate_or_alt_right,Unsafe for Moonbucks Coffee: detected hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right.,unsafe,high,hate_or_alt_right,"The placement is on an 'alt right podcast' channel, which falls under the advertiser's hard unsafe category 'hate_or_alt_right'. Despite the missing title and additional content details, the topic alone indicates this placement is unsafe for the advertiser Moonbucks Coffee who blocks all universal high-risk content including hate or alt-right content.",True,"matched ""alt right"" in topic, triggering hate_or_alt_right"
219,Moonbucks Coffee,alt right podcast,https://www.youtube.com/watch?v=Izr0xpR9U2A,unsafe,high,click_quality;hate_or_alt_right,topic:alt right->hate_or_alt_right;invalid_click_rate:8.3%->click_quality,"Unsafe for Moonbucks Coffee: detected click_quality, hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right; invalid_click_rate:8.3%->click_quality.",unsafe,high,hate_or_alt_right,"The placement's topic is identified as 'alt right podcast', which falls under the advertiser's hard unsafe category 'hate_or_alt_right'. This makes the placement clearly unsafe for Moonbucks Coffee according to their policy.",True,"matched ""alt right"" in topic, triggering hate_or_alt_right; invalid click rate 8.3% triggered click_quality"
220,Plush Cosmetics,alt right podcast,https://www.youtube.com/watch?v=gLofWjrc91M,unsafe,high,hate_or_alt_right,topic:alt right->hate_or_alt_right,Unsafe for Plush Cosmetics: detected hate_or_alt_right from enriched title/topic evidence. Signals: topic:alt right->hate_or_alt_right.,unsafe,high,extremism;hate_or_alt_right,"The placement is on a topic labeled 'alt right podcast,' which directly relates to one of the advertiser's hard unsafe categories 'hate_or_alt_right' and 'extremism'. Given the explicit mention of alt right and the advertiser's policy to avoid these categories, this placement is unsafe for Plush Cosmetics.",True,"matched ""alt right"" in topic, triggering hate_or_alt_right"
221,Plush Cosmetics,Maga rally,https://www.youtube.com/watch?v=cb5038XFr7o,review,high,politics,topic:maga->politics,Review for Plush Cosmetics: detected politics from enriched title/topic evidence. Signals: topic:maga->politics.,review,medium,politics,"The placement is for a video titled 'nan' but with a topic labelled 'Maga rally', which relates to a political rally. Politics is a review category for this advertiser. There is no explicit evidence of hard unsafe content categories such as extremism or hate, but the political nature warrants review given the advertiser's sensitivity to controversial political content.",True,"matched ""maga"" in topic, triggering politics"
222,Jen & Berry's Ice Cream,Maga rally,https://www.youtube.com/watch?v=ppo52N_-lr0,review,high,politics,topic:maga->politics,Review for Jen & Berry's Ice Cream: detected politics from enriched title/topic evidence. Signals: topic:maga->politics.,review,high,politics,"The placement is on a Youtube video about a Maga rally, which is political content. The advertiser is sensitive to divisive political content, so this placement falls under the review category due to politics. The title is missing, which adds to uncertainty, but the topic alone indicates potential sensitivity.",True,"matched ""maga"" in topic, triggering politics"
223,Jen & Berry's Ice Cream,Maga rally,https://www.youtube.com/watch?v=LbYgxmiksvY,review,high,politics,topic:maga->politics,Review for Jen & Berry's Ice Cream: detected politics from enriched title/topic evidence. Signals: topic:maga->politics.,review,medium,politics,"The placement is on a video about a 'Maga rally,' which is politically charged and could potentially contain divisive political content. Since the advertiser is sensitive to divisive political content and the topic is political in nature, the placement requires review. There is no explicit evidence of hard unsafe categories, so it is not categorized as unsafe.",True,"matched ""maga"" in topic, triggering politics"
224,Moonbucks Coffee,Maga rally,https://www.youtube.com/watch?v=n7olTKux4tk,review,high,click_quality;politics,topic:maga->politics;invalid_click_rate:10.0%->click_quality,"Review for Moonbucks Coffee: detected click_quality, politics from enriched title/topic evidence. Signals: topic:maga->politics; invalid_click_rate:10.0%->click_quality.",review,medium,politics,"The placement is associated with a 'Maga rally,' which is a politically charged event. Given the advertiser's policy to block high-risk content and review politics-related content, this placement falls under a review category. Lack of title and detailed content increases uncertainty, so a cautious review decision is appropriate.",True,"matched ""maga"" in topic, triggering politics; invalid click rate 10.0% triggered click_quality"
225,Plush Cosmetics,Maga rally,https://www.youtube.com/watch?v=_pLSLPcZYVg,review,high,politics,topic:maga->politics,Review for Plush Cosmetics: detected politics from enriched title/topic evidence. Signals: topic:maga->politics.,review,medium,politics;unknown_content,"The placement is for a video titled 'nan' with topic 'Maga rally', which relates to political content. Political content is flagged for review according to the advertiser's policy. Additionally, the missing title and body text create uncertainty about the full nature of the content, warranting review rather than safe or unsafe determination.",True,"matched ""maga"" in topic, triggering politics"
226,Jet3 Holidays,Maga rally,https://www.youtube.com/watch?v=Zc5ceIkihYE,review,high,politics,topic:maga->politics,Review for Jet3 Holidays: detected politics from enriched title/topic evidence. Signals: topic:maga->politics.,review,medium,politics;click_quality,"The placement is on a Youtube video with a topic 'Maga rally', which relates to politics and potentially sensitive political content. The advertiser is travel-related and sensitive to certain risks; while this is not directly linked to the advertiser's hard unsafe categories, politics is a review category. Additionally, there is a small percentage of invalid clicks which could indicate click quality issues. The lack of a title adds uncertainty to the content's nature.",True,"matched ""maga"" in topic, triggering politics"
227,Moonbucks Coffee,Maga rally,https://www.youtube.com/watch?v=PvTMxwPI4_0,review,high,click_quality;politics,topic:maga->politics;invalid_click_rate:8.9%->click_quality,"Review for Moonbucks Coffee: detected click_quality, politics from enriched title/topic evidence. Signals: topic:maga->politics; invalid_click_rate:8.9%->click_quality.",review,high,politics,"The placement is on a video with the topic 'Maga rally,' which is politically charged content. Moonbucks Coffee tolerates more neutral news and general-interest content but has review policies for politics-related content. No title or further content details were provided, so there is some uncertainty, but due to the political nature of the topic, a review decision is appropriate.",True,"matched ""maga"" in topic, triggering politics; invalid click rate 8.9% triggered click_quality"
228,Moonbucks Coffee,Maga rally,https://www.youtube.com/watch?v=uny2nOMpYKg,review,high,politics,topic:maga->politics,Review for Moonbucks Coffee: detected politics from enriched title/topic evidence. Signals: topic:maga->politics.,review,medium,politics,"The placement is a YouTube video related to a Maga rally, which is a politically sensitive topic. Since the advertiser tolerates neutral news and general-interest content but blocks high-risk content, and politics is a review category, this placement should be reviewed. The missing title and content details increase uncertainty, recommending a cautious approach.",True,"matched ""maga"" in topic, triggering politics"
229,Plush Cosmetics,Maga rally,https://www.youtube.com/watch?v=R--1IfIPcc0,review,high,politics,topic:maga->politics,Review for Plush Cosmetics: detected politics from enriched title/topic evidence. Signals: topic:maga->politics.,review,high,politics,"The placement is linked to a 'Maga rally' topic, which is political in nature. Although political content is not automatically unsafe, this advertiser's policy designates political content for review. The lack of title and body content increases uncertainty. Therefore, the placement requires review to assess suitability in context of the advertiser's sensitive content policies.",True,"matched ""maga"" in topic, triggering politics"
230,Plush Cosmetics,Maga rally,https://www.youtube.com/watch?v=x-zw0OXfmCY,review,high,politics,topic:maga->politics,Review for Plush Cosmetics: detected politics from enriched title/topic evidence. Signals: topic:maga->politics.,review,medium,politics,"The placement is a YouTube video with topic 'Maga rally', which is political in nature. While politics is a review category for this advertiser, the exact content is unknown due to missing title and detailed content information. Given the political sensitivity and potential for controversy, this placement requires review to ensure compliance.",True,"matched ""maga"" in topic, triggering politics"
231,Jen & Berry's Ice Cream,comedian,https://www.youtube.com/watch?v=-_WGnyzfy18,safe,low,,,Safe for Jen & Berry's Ice Cream: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is a YouTube video labeled only as 'nan' with topic 'comedian', which does not provide sufficient information to determine if the content aligns with the advertiser's family-friendly policy. The lack of title and detailed content makes it uncertain whether the video contains any content related to the advertiser's hard unsafe categories or review categories. Therefore, a review decision is prudent given the weak evidence and potential sensitivity of comedic content.",False,
232,Jen & Berry's Ice Cream,comedian,https://www.youtube.com/watch?v=A6ihDeJ6l6g,review,medium,click_quality,invalid_click_rate:8.7%->click_quality,Review for Jen & Berry's Ice Cream: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:8.7%->click_quality.,review,medium,unknown_content,"The placement is on a YouTube channel with a comedian topic but lacks a clear title or detailed content information. The absence of title and content body creates uncertainty about potential presence of adult themes or sensitive material not suitable for a family-friendly food brand. Given the unknown content and the advertiser's sensitivity to adult themes and divisive content, a review classification is appropriate to ensure safety.",True,invalid click rate 8.7% triggered click_quality
233,Moonbucks Coffee,comedian,https://www.youtube.com/watch?v=WLMgbV3uaz8,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement lacks a title and full topic description, providing insufficient content details to firmly assess category risks. The channel is of comedian content type, which typically suggests neutral or general-interest content suitable for the advertiser, but the missing key information creates uncertainty. Given the advertiser's tolerance for neutral content and strict blocking of high-risk categories, the missing evidence leads to a conservative review decision rather than a safe classification.",False,
234,Plush Cosmetics,comedian,https://www.youtube.com/watch?v=B1pwyCl5ymE,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is on a YouTube video categorized under 'comedian' topic with no title provided. While the channel type is suitable for general audiences, the lack of title and detailed content information creates uncertainty about the presence of any potentially sensitive material. Given the advertiser's sensitivity to harmful or controversial content and the missing evidence, a review is appropriate to ensure placement safety.",False,
235,Jet3 Holidays,comedian,https://www.youtube.com/watch?v=SSoYw_5txdQ,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is a YouTube video with an unknown or missing title and unclear content, identified only as 'comedian'. This lack of full information creates uncertainty about the suitability for a sensitive travel advertiser such as Jet3 Holidays, which has explicit restrictions around aviation incidents and transport disruptions. Therefore, a review classification is appropriate until more content details are available.",False,
236,Moonbucks Coffee,comedian,https://www.youtube.com/watch?v=llGvsgN17CQ,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is on a YouTube video with the topic labeled only as 'comedian' and no title provided, limiting insight into the specific content, which introduces uncertainty about its appropriateness. Since the advertiser blocks universal high-risk content and tolerates neutral and general-interest content, but the evidence is insufficient to confirm safety, a review is prudent.",False,
237,Moonbucks Coffee,comedian,https://www.youtube.com/watch?v=UCc-e7tE-NM,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content;click_quality,"The placement is on a YouTube video with the topic 'comedian', but the title is missing and no content description is provided, leading to uncertainty about the exact content. Additionally, the video has a relatively high rate of invalid clicks (174 invalid out of 2770 total), which raises concerns about click quality. While there is no evidence of hard unsafe categories, the missing content details and click irregularities warrant a review.",False,
238,Jet3 Holidays,comedian,https://www.youtube.com/watch?v=BHqqGlGoIeo,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,review,medium,unknown_content,"The placement is on a YouTube video with missing title and only a generic comedian topic provided. Given the advertiser's sensitivity to aviation incidents and other travel-related risks, and the uncertain content here due to lack of detailed info, a review decision is appropriate to ensure relevance and safety.",False,
