placement_id,topic,title,url,company_name,account_id,channel_type,clicks,invalid_clicks,safety_decision,safety_confidence,risk_categories,matched_signals,safety_rationale
239,comedian,,https://www.youtube.com/watch?v=jyI0wRCPQpw,Jet3 Holidays,1001,Youtube,1945,74,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
240,comedian,,https://www.youtube.com/watch?v=SHVdARnDR8M,Jet3 Holidays,1001,Youtube,4836,200,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
241,Travel blog,,https://www.youtube.com/watch?v=yI32Ijk9Lbs,Jet3 Holidays,1001,Youtube,2390,74,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
242,Travel blog,,https://www.youtube.com/watch?v=z8UbYfEk_3U,Jet3 Holidays,1001,Youtube,2770,174,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
243,Travel blog,,https://www.youtube.com/watch?v=N3kxGX2PL2w,Jet3 Holidays,1001,Youtube,7384,261,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
244,Travel blog,,https://www.youtube.com/watch?v=62HNX1fLqFw,Jet3 Holidays,1001,Youtube,2700,174,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
245,Travel blog,,https://www.youtube.com/watch?v=_9aUy56n-yI,Jet3 Holidays,1001,Youtube,17284,1260,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
246,Travel blog,,https://www.youtube.com/watch?v=ZijxdRhquR8,Jet3 Holidays,1001,Youtube,3841,383,review,medium,click_quality,invalid_click_rate:10.0%->click_quality,Review for Jet3 Holidays: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:10.0%->click_quality.
247,Travel blog,,https://www.youtube.com/watch?v=UyF6UoaG_bQ,Jet3 Holidays,1001,Youtube,3347,16,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
248,Travel blog,,https://www.youtube.com/watch?v=obxSbQoTe_8,Jet3 Holidays,1001,Youtube,6121,19,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
249,Travel blog,,https://www.youtube.com/watch?v=hs3hWO4ZBvo,Jet3 Holidays,1001,Youtube,8895,22,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
250,Travel blog,,https://www.youtube.com/watch?v=SkY1DiyCqTU,Jet3 Holidays,1001,Youtube,11669,25,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.
