placement_id,topic,title,url,company_name,account_id,channel_type,clicks,invalid_clicks,llm_safety_decision,llm_safety_confidence,llm_risk_categories,llm_safety_rationale,llm_missing_evidence,llm_raw_response
201,mrbeast,,https://www.youtube.com/watch?v=0e3GPea1Tyg,Moonbucks Coffee,1003,Youtube,1539,2,review,medium,unknown_content,"The placement is on a YouTube video with the topic 'mrbeast', which does not clearly indicate any unsafe content. However, the title is missing ('nan'), and there is no detailed content description, leading to uncertainty about the content's nature. Given the advertiser's policy to block universal high-risk content and willingness to tolerate more neutral news and general-interest content, this unknown content category requires review to ensure suitability.",title;detailed content description,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""detailed content description""], ""rationale"": ""The placement is on a YouTube video with the topic 'mrbeast', which does not clearly indicate any unsafe content. However, the title is missing ('nan'), and there is no detailed content description, leading to uncertainty about the content's nature. Given the advertiser's policy to block universal high-risk content and willingness to tolerate more neutral news and general-interest content, this unknown content category requires review to ensure suitability."", ""risk_categories"": [""unknown_content""]}"
202,mrbeast,,https://www.youtube.com/watch?v=9bqk6ZUsKyA,Plush Cosmetics,1004,Youtube,4385,322,review,medium,unknown_content,"The placement is a YouTube video with no provided title and an unclear topic described only as 'mrbeast'. Given the lack of detailed content information and the potential sensitivity around user-generated video content, it is prudent to flag for review rather than deem outright safe. No evidence of hard unsafe categories is present, but uncertainty remains due to missing details.",title;content_description,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""content_description""], ""rationale"": ""The placement is a YouTube video with no provided title and an unclear topic described only as 'mrbeast'. Given the lack of detailed content information and the potential sensitivity around user-generated video content, it is prudent to flag for review rather than deem outright safe. No evidence of hard unsafe categories is present, but uncertainty remains due to missing details."", ""risk_categories"": [""unknown_content""]}"
203,mrbeast,,https://www.youtube.com/watch?v=TJ2ifmkGGus,Plush Cosmetics,1004,Youtube,9447,425,review,medium,unknown_content,"The placement lacks title and content details, providing only a generic topic 'mrbeast' which does not clarify the video's nature or content. Given the advertiser's sensitivity to controversial and harmful content, and the absence of detailed content information, a review decision is prudent to avoid potential risks.",title;content;detailed topic,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""content"", ""detailed topic""], ""rationale"": ""The placement lacks title and content details, providing only a generic topic 'mrbeast' which does not clarify the video's nature or content. Given the advertiser's sensitivity to controversial and harmful content, and the absence of detailed content information, a review decision is prudent to avoid potential risks."", ""risk_categories"": [""unknown_content""]}"
204,mrbeast,,https://www.youtube.com/watch?v=zajUgQLviwk,Jen & Berry's Ice Cream,1002,Youtube,2409,135,review,medium,unknown_content,"The placement is on a YouTube video with no provided title and a generic topic label 'mrbeast', which does not provide enough context to determine if the content aligns with the family-friendly and sensitive criteria of the advertiser. Without title or content details, it is uncertain whether the video contains any unsafe categories such as tobacco, adult themes, or divisive content. Given the lack of sufficient evidence and potential sensitivity, a review is recommended.",title;content description,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""content description""], ""rationale"": ""The placement is on a YouTube video with no provided title and a generic topic label 'mrbeast', which does not provide enough context to determine if the content aligns with the family-friendly and sensitive criteria of the advertiser. Without title or content details, it is uncertain whether the video contains any unsafe categories such as tobacco, adult themes, or divisive content. Given the lack of sufficient evidence and potential sensitivity, a review is recommended."", ""risk_categories"": [""unknown_content""]}"
205,mrbeast,,https://www.youtube.com/watch?v=ndAQfTzlVjc,Jen & Berry's Ice Cream,1002,Youtube,8661,495,review,medium,unknown_content,"The placement is on a YouTube video with an unknown title and a general topic of 'mrbeast'. Without the specific content information or title, it is uncertain if the content aligns with the advertiser's family-friendly policy or if it includes any disallowed categories such as tobacco, adult themes, or extremism. Due to this uncertainty, a review decision is appropriate to ensure compliance with advertiser policies.",title;content_description,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""content_description""], ""rationale"": ""The placement is on a YouTube video with an unknown title and a general topic of 'mrbeast'. Without the specific content information or title, it is uncertain if the content aligns with the advertiser's family-friendly policy or if it includes any disallowed categories such as tobacco, adult themes, or extremism. Due to this uncertainty, a review decision is appropriate to ensure compliance with advertiser policies."", ""risk_categories"": [""unknown_content""]}"
206,mrbeast,,https://www.youtube.com/watch?v=sESRuTyfsEk,Moonbucks Coffee,1003,Youtube,5901,1331,review,medium,unknown_content;click_quality,"The placement is for a YouTube video with the topic 'mrbeast', but the title is missing and the content topic is not clearly related to the advertiser. The high number of invalid clicks (1331 out of 5901) suggests potential click quality issues, which is a review category for this advertiser. Due to lack of full content context and missing title, there is uncertainty about content safety, so review is prudent.",title;video_content_description,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""video_content_description""], ""rationale"": ""The placement is for a YouTube video with the topic 'mrbeast', but the title is missing and the content topic is not clearly related to the advertiser. The high number of invalid clicks (1331 out of 5901) suggests potential click quality issues, which is a review category for this advertiser. Due to lack of full content context and missing title, there is uncertainty about content safety, so review is prudent."", ""risk_categories"": [""unknown_content"", ""click_quality""]}"
207,mrbeast,,https://www.youtube.com/watch?v=qkzJRqUO_VE,Plush Cosmetics,1004,Youtube,2682,200,review,medium,unknown_content,"The placement has missing title information and minimal context about the video content besides the topic 'mrbeast', which does not explicitly confirm safety. While no direct unsafe categories are indicated, the lack of detailed content or title data introduces uncertainty around potential sensitive material. Given the advertiser's sensitivity to harmful or controversial content, a review status is appropriate.",title;detailed content description,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""detailed content description""], ""rationale"": ""The placement has missing title information and minimal context about the video content besides the topic 'mrbeast', which does not explicitly confirm safety. While no direct unsafe categories are indicated, the lack of detailed content or title data introduces uncertainty around potential sensitive material. Given the advertiser's sensitivity to harmful or controversial content, a review status is appropriate."", ""risk_categories"": [""unknown_content""]}"
208,mrbeast,,https://www.youtube.com/watch?v=7IKab3HcfFk,Jet3 Holidays,1001,Youtube,1479,12,review,medium,unknown_content,"The placement is from a YouTube channel related to 'mrbeast' with missing title information, which creates uncertainty about the actual content. Given the advertiser's sensitivity to aviation incidents, transport disruption, and related travel crises, and the lack of definitive evidence to classify this as safe or unsafe, a review is prudent to ensure no hidden risks are present.",title;content description,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""content description""], ""rationale"": ""The placement is from a YouTube channel related to 'mrbeast' with missing title information, which creates uncertainty about the actual content. Given the advertiser's sensitivity to aviation incidents, transport disruption, and related travel crises, and the lack of definitive evidence to classify this as safe or unsafe, a review is prudent to ensure no hidden risks are present."", ""risk_categories"": [""unknown_content""]}"
209,mrbeast,,https://www.youtube.com/watch?v=Hwybp38GnZw,Moonbucks Coffee,1003,Youtube,2374,75,review,medium,unknown_content,"The placement is on a YouTube channel about 'mrbeast' which is generally neutral and mainstream, but the video title is missing and the content specifics are unknown, creating uncertainty about suitability. Since the advertiser blocks high-risk content but tolerates neutral/general-interest content, and because there is missing title information preventing a clear safety judgment, a review is appropriate.",title;content_body,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""content_body""], ""rationale"": ""The placement is on a YouTube channel about 'mrbeast' which is generally neutral and mainstream, but the video title is missing and the content specifics are unknown, creating uncertainty about suitability. Since the advertiser blocks high-risk content but tolerates neutral/general-interest content, and because there is missing title information preventing a clear safety judgment, a review is appropriate."", ""risk_categories"": [""unknown_content""]}"
210,mrbeast,,https://www.youtube.com/watch?v=r7zJ8srwwjk,Moonbucks Coffee,1003,Youtube,6737,599,review,medium,unknown_content,"The placement URL is a YouTube video with the topic labeled as 'mrbeast,' but missing the title and detailed content description. While there is no indication of hard unsafe categories, the lack of detailed content evidence generates uncertainty. Given the advertiser's tolerance for neutral content but avoidance of higher-risk content, and since the video content is unknown beyond a popular creator's name, a review decision is appropriate to ensure compliance.",title;topic details;content description,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""topic details"", ""content description""], ""rationale"": ""The placement URL is a YouTube video with the topic labeled as 'mrbeast,' but missing the title and detailed content description. While there is no indication of hard unsafe categories, the lack of detailed content evidence generates uncertainty. Given the advertiser's tolerance for neutral content but avoidance of higher-risk content, and since the video content is unknown beyond a popular creator's name, a review decision is appropriate to ensure compliance."", ""risk_categories"": [""unknown_content""]}"
211,alt right podcast,,https://www.youtube.com/watch?v=X_KXvjOJ7YA,Plush Cosmetics,1004,Youtube,4320,143,unsafe,high,extremism;hate_or_alt_right,"The placement is on content labeled as an 'alt right podcast,' which falls under extremism and hate or alt right categories that are hard unsafe for the advertiser Plush Cosmetics. This makes the placement unsafe for the advertiser based on their policy.",title,"{""confidence"": ""high"", ""decision"": ""unsafe"", ""missing_evidence"": [""title""], ""rationale"": ""The placement is on content labeled as an 'alt right podcast,' which falls under extremism and hate or alt right categories that are hard unsafe for the advertiser Plush Cosmetics. This makes the placement unsafe for the advertiser based on their policy."", ""risk_categories"": [""extremism"", ""hate_or_alt_right""]}"
212,alt right podcast,,https://www.youtube.com/watch?v=3myXWQmI1Hk,Plush Cosmetics,1004,Youtube,1109,109,unsafe,high,extremism;hate_or_alt_right,"The placement is identified as an alt right podcast, which falls under extremism and hate_or_alt_right categories—both hard unsafe for the advertiser Plush Cosmetics. Although the title is missing, the provided topic strongly indicates unsafe content.",title,"{""confidence"": ""high"", ""decision"": ""unsafe"", ""missing_evidence"": [""title""], ""rationale"": ""The placement is identified as an alt right podcast, which falls under extremism and hate_or_alt_right categories\u2014both hard unsafe for the advertiser Plush Cosmetics. Although the title is missing, the provided topic strongly indicates unsafe content."", ""risk_categories"": [""extremism"", ""hate_or_alt_right""]}"
213,alt right podcast,,https://www.youtube.com/watch?v=UNYBy19S6GA,Jen & Berry's Ice Cream,1002,Youtube,1595,292,unsafe,high,extremism;hate_or_alt_right,"The placement is a YouTube video with topic identified as 'alt right podcast,' which falls directly into the advertiser's hard unsafe categories of extremism and hate_or_alt_right. Given the advertiser Jen & Berry's Ice Cream is a family-friendly brand sensitive to extremism, this placement is not safe.",title,"{""confidence"": ""high"", ""decision"": ""unsafe"", ""missing_evidence"": [""title""], ""rationale"": ""The placement is a YouTube video with topic identified as 'alt right podcast,' which falls directly into the advertiser's hard unsafe categories of extremism and hate_or_alt_right. Given the advertiser Jen & Berry's Ice Cream is a family-friendly brand sensitive to extremism, this placement is not safe."", ""risk_categories"": [""extremism"", ""hate_or_alt_right""]}"
214,alt right podcast,,https://www.youtube.com/watch?v=efBB0D4tf1Y,Jen & Berry's Ice Cream,1002,Youtube,9064,300,unsafe,high,extremism;hate_or_alt_right,"The placement is a podcast with a topic labeled 'alt right podcast', which directly relates to extremism and hate or alt-right content categories that are hard unsafe for this family-friendly food brand advertiser. Even without title, the alt right topic strongly indicates content that violates the advertiser's safety policies.",title,"{""confidence"": ""high"", ""decision"": ""unsafe"", ""missing_evidence"": [""title""], ""rationale"": ""The placement is a podcast with a topic labeled 'alt right podcast', which directly relates to extremism and hate or alt-right content categories that are hard unsafe for this family-friendly food brand advertiser. Even without title, the alt right topic strongly indicates content that violates the advertiser's safety policies."", ""risk_categories"": [""extremism"", ""hate_or_alt_right""]}"
215,alt right podcast,,https://www.youtube.com/watch?v=yINwbJ6kSZU,Moonbucks Coffee,1003,Youtube,1931,52,unsafe,high,hate_or_alt_right,"The placement is associated with an alt right podcast, which falls under the hard unsafe category 'hate_or_alt_right' specified by the advertiser's policy. Therefore, this placement is categorized as unsafe for Moonbucks Coffee.",title,"{""confidence"": ""high"", ""decision"": ""unsafe"", ""missing_evidence"": [""title""], ""rationale"": ""The placement is associated with an alt right podcast, which falls under the hard unsafe category 'hate_or_alt_right' specified by the advertiser's policy. Therefore, this placement is categorized as unsafe for Moonbucks Coffee."", ""risk_categories"": [""hate_or_alt_right""]}"
216,alt right podcast,,https://www.youtube.com/watch?v=M3uD7HlBDD0,Plush Cosmetics,1004,Youtube,2374,229,unsafe,high,extremism;hate_or_alt_right,"The placement topic is identified as 'alt right podcast,' which aligns directly with the advertiser's hard unsafe categories of extremism and hate or alt right content. Such categories are explicitly prohibited for this advertiser, making the placement unsafe.",title;body,"{""confidence"": ""high"", ""decision"": ""unsafe"", ""missing_evidence"": [""title"", ""body""], ""rationale"": ""The placement topic is identified as 'alt right podcast,' which aligns directly with the advertiser's hard unsafe categories of extremism and hate or alt right content. Such categories are explicitly prohibited for this advertiser, making the placement unsafe."", ""risk_categories"": [""extremism"", ""hate_or_alt_right""]}"
217,alt right podcast,,https://www.youtube.com/watch?v=2El1NWjM8pY,Jet3 Holidays,1001,Youtube,9066,182,unsafe,high,hate_or_alt_right,"The placement is on an alt right podcast channel, which falls under hate_or_alt_right, one of the advertiser's hard unsafe categories. Given Jet3 Holidays' sensitivity to extremist content, this placement is unsafe.",title,"{""confidence"": ""high"", ""decision"": ""unsafe"", ""missing_evidence"": [""title""], ""rationale"": ""The placement is on an alt right podcast channel, which falls under hate_or_alt_right, one of the advertiser's hard unsafe categories. Given Jet3 Holidays' sensitivity to extremist content, this placement is unsafe."", ""risk_categories"": [""hate_or_alt_right""]}"
218,alt right podcast,,https://www.youtube.com/watch?v=OogznCaVZfU,Moonbucks Coffee,1003,Youtube,7787,343,unsafe,high,hate_or_alt_right,"The placement is on an 'alt right podcast' channel, which falls under the advertiser's hard unsafe category 'hate_or_alt_right'. Despite the missing title and additional content details, the topic alone indicates this placement is unsafe for the advertiser Moonbucks Coffee who blocks all universal high-risk content including hate or alt-right content.",title;body,"{""confidence"": ""high"", ""decision"": ""unsafe"", ""missing_evidence"": [""title"", ""body""], ""rationale"": ""The placement is on an 'alt right podcast' channel, which falls under the advertiser's hard unsafe category 'hate_or_alt_right'. Despite the missing title and additional content details, the topic alone indicates this placement is unsafe for the advertiser Moonbucks Coffee who blocks all universal high-risk content including hate or alt-right content."", ""risk_categories"": [""hate_or_alt_right""]}"
219,alt right podcast,,https://www.youtube.com/watch?v=Izr0xpR9U2A,Moonbucks Coffee,1003,Youtube,2709,224,unsafe,high,hate_or_alt_right,"The placement's topic is identified as 'alt right podcast', which falls under the advertiser's hard unsafe category 'hate_or_alt_right'. This makes the placement clearly unsafe for Moonbucks Coffee according to their policy.",title,"{""confidence"": ""high"", ""decision"": ""unsafe"", ""missing_evidence"": [""title""], ""rationale"": ""The placement's topic is identified as 'alt right podcast', which falls under the advertiser's hard unsafe category 'hate_or_alt_right'. This makes the placement clearly unsafe for Moonbucks Coffee according to their policy."", ""risk_categories"": [""hate_or_alt_right""]}"
220,alt right podcast,,https://www.youtube.com/watch?v=gLofWjrc91M,Plush Cosmetics,1004,Youtube,1022,9,unsafe,high,extremism;hate_or_alt_right,"The placement is on a topic labeled 'alt right podcast,' which directly relates to one of the advertiser's hard unsafe categories 'hate_or_alt_right' and 'extremism'. Given the explicit mention of alt right and the advertiser's policy to avoid these categories, this placement is unsafe for Plush Cosmetics.",title,"{""confidence"": ""high"", ""decision"": ""unsafe"", ""missing_evidence"": [""title""], ""rationale"": ""The placement is on a topic labeled 'alt right podcast,' which directly relates to one of the advertiser's hard unsafe categories 'hate_or_alt_right' and 'extremism'. Given the explicit mention of alt right and the advertiser's policy to avoid these categories, this placement is unsafe for Plush Cosmetics."", ""risk_categories"": [""extremism"", ""hate_or_alt_right""]}"
221,Maga rally,,https://www.youtube.com/watch?v=cb5038XFr7o,Plush Cosmetics,1004,Youtube,8715,127,review,medium,politics,"The placement is for a video titled 'nan' but with a topic labelled 'Maga rally', which relates to a political rally. Politics is a review category for this advertiser. There is no explicit evidence of hard unsafe content categories such as extremism or hate, but the political nature warrants review given the advertiser's sensitivity to controversial political content.",title;full_content,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""full_content""], ""rationale"": ""The placement is for a video titled 'nan' but with a topic labelled 'Maga rally', which relates to a political rally. Politics is a review category for this advertiser. There is no explicit evidence of hard unsafe content categories such as extremism or hate, but the political nature warrants review given the advertiser's sensitivity to controversial political content."", ""risk_categories"": [""politics""]}"
222,Maga rally,,https://www.youtube.com/watch?v=ppo52N_-lr0,Jen & Berry's Ice Cream,1002,Youtube,70,1,review,high,politics,"The placement is on a Youtube video about a Maga rally, which is political content. The advertiser is sensitive to divisive political content, so this placement falls under the review category due to politics. The title is missing, which adds to uncertainty, but the topic alone indicates potential sensitivity.",title,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [""title""], ""rationale"": ""The placement is on a Youtube video about a Maga rally, which is political content. The advertiser is sensitive to divisive political content, so this placement falls under the review category due to politics. The title is missing, which adds to uncertainty, but the topic alone indicates potential sensitivity."", ""risk_categories"": [""politics""]}"
223,Maga rally,,https://www.youtube.com/watch?v=LbYgxmiksvY,Jen & Berry's Ice Cream,1002,Youtube,45,2,review,medium,politics,"The placement is on a video about a 'Maga rally,' which is politically charged and could potentially contain divisive political content. Since the advertiser is sensitive to divisive political content and the topic is political in nature, the placement requires review. There is no explicit evidence of hard unsafe categories, so it is not categorized as unsafe.",title;video content body,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""video content body""], ""rationale"": ""The placement is on a video about a 'Maga rally,' which is politically charged and could potentially contain divisive political content. Since the advertiser is sensitive to divisive political content and the topic is political in nature, the placement requires review. There is no explicit evidence of hard unsafe categories, so it is not categorized as unsafe."", ""risk_categories"": [""politics""]}"
224,Maga rally,,https://www.youtube.com/watch?v=n7olTKux4tk,Moonbucks Coffee,1003,Youtube,300,30,review,medium,politics,"The placement is associated with a 'Maga rally,' which is a politically charged event. Given the advertiser's policy to block high-risk content and review politics-related content, this placement falls under a review category. Lack of title and detailed content increases uncertainty, so a cautious review decision is appropriate.",title;body content,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""body content""], ""rationale"": ""The placement is associated with a 'Maga rally,' which is a politically charged event. Given the advertiser's policy to block high-risk content and review politics-related content, this placement falls under a review category. Lack of title and detailed content increases uncertainty, so a cautious review decision is appropriate."", ""risk_categories"": [""politics""]}"
225,Maga rally,,https://www.youtube.com/watch?v=_pLSLPcZYVg,Plush Cosmetics,1004,Youtube,1479,12,review,medium,politics;unknown_content,"The placement is for a video titled 'nan' with topic 'Maga rally', which relates to political content. Political content is flagged for review according to the advertiser's policy. Additionally, the missing title and body text create uncertainty about the full nature of the content, warranting review rather than safe or unsafe determination.",title;body,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""body""], ""rationale"": ""The placement is for a video titled 'nan' with topic 'Maga rally', which relates to political content. Political content is flagged for review according to the advertiser's policy. Additionally, the missing title and body text create uncertainty about the full nature of the content, warranting review rather than safe or unsafe determination."", ""risk_categories"": [""politics"", ""unknown_content""]}"
226,Maga rally,,https://www.youtube.com/watch?v=Zc5ceIkihYE,Jet3 Holidays,1001,Youtube,2374,75,review,medium,politics;click_quality,"The placement is on a Youtube video with a topic 'Maga rally', which relates to politics and potentially sensitive political content. The advertiser is travel-related and sensitive to certain risks; while this is not directly linked to the advertiser's hard unsafe categories, politics is a review category. Additionally, there is a small percentage of invalid clicks which could indicate click quality issues. The lack of a title adds uncertainty to the content's nature.",title;body,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""body""], ""rationale"": ""The placement is on a Youtube video with a topic 'Maga rally', which relates to politics and potentially sensitive political content. The advertiser is travel-related and sensitive to certain risks; while this is not directly linked to the advertiser's hard unsafe categories, politics is a review category. Additionally, there is a small percentage of invalid clicks which could indicate click quality issues. The lack of a title adds uncertainty to the content's nature."", ""risk_categories"": [""politics"", ""click_quality""]}"
227,Maga rally,,https://www.youtube.com/watch?v=PvTMxwPI4_0,Moonbucks Coffee,1003,Youtube,6737,599,review,high,politics,"The placement is on a video with the topic 'Maga rally,' which is politically charged content. Moonbucks Coffee tolerates more neutral news and general-interest content but has review policies for politics-related content. No title or further content details were provided, so there is some uncertainty, but due to the political nature of the topic, a review decision is appropriate.",title;video content body,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""video content body""], ""rationale"": ""The placement is on a video with the topic 'Maga rally,' which is politically charged content. Moonbucks Coffee tolerates more neutral news and general-interest content but has review policies for politics-related content. No title or further content details were provided, so there is some uncertainty, but due to the political nature of the topic, a review decision is appropriate."", ""risk_categories"": [""politics""]}"
228,Maga rally,,https://www.youtube.com/watch?v=uny2nOMpYKg,Moonbucks Coffee,1003,Youtube,9066,182,review,medium,politics,"The placement is a YouTube video related to a Maga rally, which is a politically sensitive topic. Since the advertiser tolerates neutral news and general-interest content but blocks high-risk content, and politics is a review category, this placement should be reviewed. The missing title and content details increase uncertainty, recommending a cautious approach.",title;content_body,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""content_body""], ""rationale"": ""The placement is a YouTube video related to a Maga rally, which is a politically sensitive topic. Since the advertiser tolerates neutral news and general-interest content but blocks high-risk content, and politics is a review category, this placement should be reviewed. The missing title and content details increase uncertainty, recommending a cautious approach."", ""risk_categories"": [""politics""]}"
229,Maga rally,,https://www.youtube.com/watch?v=R--1IfIPcc0,Plush Cosmetics,1004,Youtube,7787,343,review,high,politics,"The placement is linked to a 'Maga rally' topic, which is political in nature. Although political content is not automatically unsafe, this advertiser's policy designates political content for review. The lack of title and body content increases uncertainty. Therefore, the placement requires review to assess suitability in context of the advertiser's sensitive content policies.",title;body,"{""confidence"": ""high"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""body""], ""rationale"": ""The placement is linked to a 'Maga rally' topic, which is political in nature. Although political content is not automatically unsafe, this advertiser's policy designates political content for review. The lack of title and body content increases uncertainty. Therefore, the placement requires review to assess suitability in context of the advertiser's sensitive content policies."", ""risk_categories"": [""politics""]}"
230,Maga rally,,https://www.youtube.com/watch?v=x-zw0OXfmCY,Plush Cosmetics,1004,Youtube,2858,108,review,medium,politics,"The placement is a YouTube video with topic 'Maga rally', which is political in nature. While politics is a review category for this advertiser, the exact content is unknown due to missing title and detailed content information. Given the political sensitivity and potential for controversy, this placement requires review to ensure compliance.",title;body content,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""body content""], ""rationale"": ""The placement is a YouTube video with topic 'Maga rally', which is political in nature. While politics is a review category for this advertiser, the exact content is unknown due to missing title and detailed content information. Given the political sensitivity and potential for controversy, this placement requires review to ensure compliance."", ""risk_categories"": [""politics""]}"
231,comedian,,https://www.youtube.com/watch?v=-_WGnyzfy18,Jen & Berry's Ice Cream,1002,Youtube,1386,20,review,medium,unknown_content,"The placement is a YouTube video labeled only as 'nan' with topic 'comedian', which does not provide sufficient information to determine if the content aligns with the advertiser's family-friendly policy. The lack of title and detailed content makes it uncertain whether the video contains any content related to the advertiser's hard unsafe categories or review categories. Therefore, a review decision is prudent given the weak evidence and potential sensitivity of comedic content.",title;content_description;body_text;detailed_topic_information,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""content_description"", ""body_text"", ""detailed_topic_information""], ""rationale"": ""The placement is a YouTube video labeled only as 'nan' with topic 'comedian', which does not provide sufficient information to determine if the content aligns with the advertiser's family-friendly policy. The lack of title and detailed content makes it uncertain whether the video contains any content related to the advertiser's hard unsafe categories or review categories. Therefore, a review decision is prudent given the weak evidence and potential sensitivity of comedic content."", ""risk_categories"": [""unknown_content""]}"
232,comedian,,https://www.youtube.com/watch?v=A6ihDeJ6l6g,Jen & Berry's Ice Cream,1002,Youtube,8263,718,review,medium,unknown_content,"The placement is on a YouTube channel with a comedian topic but lacks a clear title or detailed content information. The absence of title and content body creates uncertainty about potential presence of adult themes or sensitive material not suitable for a family-friendly food brand. Given the unknown content and the advertiser's sensitivity to adult themes and divisive content, a review classification is appropriate to ensure safety.",title;content body,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""content body""], ""rationale"": ""The placement is on a YouTube channel with a comedian topic but lacks a clear title or detailed content information. The absence of title and content body creates uncertainty about potential presence of adult themes or sensitive material not suitable for a family-friendly food brand. Given the unknown content and the advertiser's sensitivity to adult themes and divisive content, a review classification is appropriate to ensure safety."", ""risk_categories"": [""unknown_content""]}"
233,comedian,,https://www.youtube.com/watch?v=WLMgbV3uaz8,Moonbucks Coffee,1003,Youtube,1588,20,review,medium,unknown_content,"The placement lacks a title and full topic description, providing insufficient content details to firmly assess category risks. The channel is of comedian content type, which typically suggests neutral or general-interest content suitable for the advertiser, but the missing key information creates uncertainty. Given the advertiser's tolerance for neutral content and strict blocking of high-risk categories, the missing evidence leads to a conservative review decision rather than a safe classification.",title;topic,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""topic""], ""rationale"": ""The placement lacks a title and full topic description, providing insufficient content details to firmly assess category risks. The channel is of comedian content type, which typically suggests neutral or general-interest content suitable for the advertiser, but the missing key information creates uncertainty. Given the advertiser's tolerance for neutral content and strict blocking of high-risk categories, the missing evidence leads to a conservative review decision rather than a safe classification."", ""risk_categories"": [""unknown_content""]}"
234,comedian,,https://www.youtube.com/watch?v=B1pwyCl5ymE,Plush Cosmetics,1004,Youtube,5102,339,review,medium,unknown_content,"The placement is on a YouTube video categorized under 'comedian' topic with no title provided. While the channel type is suitable for general audiences, the lack of title and detailed content information creates uncertainty about the presence of any potentially sensitive material. Given the advertiser's sensitivity to harmful or controversial content and the missing evidence, a review is appropriate to ensure placement safety.",title;content_description,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""content_description""], ""rationale"": ""The placement is on a YouTube video categorized under 'comedian' topic with no title provided. While the channel type is suitable for general audiences, the lack of title and detailed content information creates uncertainty about the presence of any potentially sensitive material. Given the advertiser's sensitivity to harmful or controversial content and the missing evidence, a review is appropriate to ensure placement safety."", ""risk_categories"": [""unknown_content""]}"
235,comedian,,https://www.youtube.com/watch?v=SSoYw_5txdQ,Jet3 Holidays,1001,Youtube,2223,108,review,medium,unknown_content,"The placement is a YouTube video with an unknown or missing title and unclear content, identified only as 'comedian'. This lack of full information creates uncertainty about the suitability for a sensitive travel advertiser such as Jet3 Holidays, which has explicit restrictions around aviation incidents and transport disruptions. Therefore, a review classification is appropriate until more content details are available.",title;content description;detailed topic,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""content description"", ""detailed topic""], ""rationale"": ""The placement is a YouTube video with an unknown or missing title and unclear content, identified only as 'comedian'. This lack of full information creates uncertainty about the suitability for a sensitive travel advertiser such as Jet3 Holidays, which has explicit restrictions around aviation incidents and transport disruptions. Therefore, a review classification is appropriate until more content details are available."", ""risk_categories"": [""unknown_content""]}"
236,comedian,,https://www.youtube.com/watch?v=llGvsgN17CQ,Moonbucks Coffee,1003,Youtube,2390,74,review,medium,unknown_content,"The placement is on a YouTube video with the topic labeled only as 'comedian' and no title provided, limiting insight into the specific content, which introduces uncertainty about its appropriateness. Since the advertiser blocks universal high-risk content and tolerates neutral and general-interest content, but the evidence is insufficient to confirm safety, a review is prudent.",title;detailed content description;explicit content indicators,"{""confidence"": ""medium"", ""decision"": ""review"", ""missing_evidence"": [""title"", ""detailed content description"", ""explicit content indicators""], ""rationale"": ""The placement is on a YouTube video with the topic labeled only as 'comedian' and no title provided, limiting insight into the specific content, which introduces uncertainty about its appropriateness. Since the advertiser blocks universal high-risk content and tolerates neutral and general-interest content, but the evidence is insufficient to confirm safety, a review is prudent."", ""risk_categories"": [""unknown_content""]}"
